username,champion,podium,points,updated_at,rank_history,paid,group_code
Joseph blank,?,"{""first"":null,""third"":null,""second"":null}",0,2026-06-06T13:46:21.837+00:00,[],false,default
Arash,?,"{""first"":null,""third"":null,""second"":null}",0,2026-06-01T08:39:16.925+00:00,[],false,default
Arby G,?,"{""first"":null,""third"":null,""second"":null}",0,2026-05-28T23:48:20.54+00:00,[],false,default
Sohrab,?,"{""first"":null,""third"":null,""second"":null}",0,2026-05-31T00:12:16.89+00:00,[],false,default
AraTotoKing,Portugal,"{""first"":""Portugal"",""third"":""Norway"",""second"":""Argentina""}",0,2026-05-24T19:19:44.836+00:00,[],true,default
Germany Fan Since 82,?,"{""first"":null,""third"":null,""second"":null}",0,2026-06-06T22:13:34.33+00:00,[],true,default
Raz,Spain,"{""first"":""Spain"",""third"":""Brazil"",""second"":""France""}",0,2026-06-07T16:43:15.975+00:00,[],false,default
Where'sTheLahmSauce,?,"{""first"":null,""third"":null,""second"":null}",0,2026-06-06T19:34:50.879+00:00,[],false,default
Edwin,?,"{""first"":""?"",""third"":""?"",""second"":""?""}",0,2026-06-06T03:13:57.245+00:00,[],false,EDWIN-LEAGUE
Art,?,"{""first"":null,""third"":null,""second"":null}",0,2026-06-08T00:46:31.427+00:00,[],false,default
Leo Ohandjanians,Germany,"{""first"":""Germany"",""third"":""Spain"",""second"":""Brazil""}",0,2026-06-07T21:42:03.47+00:00,[],false,default
Ramin,France,"{""first"":""France"",""third"":""Argentina"",""second"":""Spain""}",0,2026-06-08T01:58:24.648+00:00,[],true,default
OliCR7,?,"{""first"":null,""third"":null,""second"":null}",0,2026-05-31T23:44:13.093+00:00,[],true,default
Edwin,France,"{""first"":""France"",""third"":""Argentina"",""second"":""Spain""}",0,2026-06-05T19:30:41.942+00:00,[],true,default
Andre G,?,"{""first"":null,""third"":null,""second"":null}",0,2026-06-07T13:30:34.003+00:00,[],true,default
IrishmanArtin,Argentina,"{""first"":""Argentina"",""third"":""Brazil"",""second"":""Spain""}",0,2026-06-06T20:47:36.602+00:00,[],true,default
Verj,?,"{""first"":null,""third"":null,""second"":null}",0,2026-06-04T05:27:09.657+00:00,[],true,default
