id,username,message,created_at,group_code
9b25164b-7812-4372-bfe9-2e2fddf29cd6,Ramin,Hey guys! Please predict,2026-05-29T02:25:03.009054+00:00,default
7181b226-4785-4928-b7ed-0986c8db1c4f,Ramin,Hey guys please predict,2026-05-29T02:25:21.462627+00:00,default
1f1f3fa5-8193-43d1-909d-617ccb098ba4,Ramin,Testing,2026-05-29T02:27:20.886901+00:00,default
17c9fa15-7e9e-45cf-b5ce-a203eb0629b3,⚡,💔 Ramin reacted to Mexico vs South Korea,2026-05-29T02:35:12.500102+00:00,default
5f81eab3-4d2b-4718-b77f-c8a39a7dffcd,⚡,💔 Ramin reacted to Mexico vs South Korea,2026-05-29T02:35:17.761225+00:00,default
37123190-1f02-4b40-8806-38d2be6b0074,⚡,😱 Ramin reacted to Mexico vs South Korea,2026-05-29T02:41:47.354029+00:00,default
89fddd7d-8f7d-4353-95b7-d78d8c26c7a9,⚡,💔 Ramin reacted to Mexico vs South Korea,2026-05-29T03:07:12.44312+00:00,default
b44a3196-f4f7-42d7-be25-8bef06df1a39,Ramin,"Here is a list of people who have contributed so far:
Artin O/Doci, Armen, Verj, Zareh G, Oli, Ramin",2026-05-31T17:46:31.170573+00:00,default
47751444-f082-41f8-a496-e5038bdd6f5b,⚡,"📣 Admin Reminder
1/8 players have saved predictions.
Still waiting on: Sohrab, Arash, AraTotoKing, Germany Fan Since 82, Verj, Arby G, IrishmanArtin
Tournament kicks off in 11 days!",2026-05-31T19:51:32.041822+00:00,default
7fb5cf6d-b3d5-41ce-9d49-faeb0c3ecffd,⚡,"📣 Admin Reminder
1/8 players have saved predictions.
Still waiting on: Sohrab, Arash, AraTotoKing, Germany Fan Since 82, Verj, Arby G, IrishmanArtin
Tournament kicks off in 11 days!",2026-05-31T19:51:34.288203+00:00,default
e6c940ae-1324-464c-ba29-2b7953937fc5,⚡,"📣 Admin Reminder
1/8 players have saved predictions.
Still waiting on: Sohrab, Arash, AraTotoKing, Germany Fan Since 82, Verj, Arby G, IrishmanArtin
Tournament kicks off in 11 days!",2026-05-31T19:54:43.343437+00:00,default
e86f630e-07ac-4c97-a01a-fe428d2a32eb,⚡,"📣 Admin Reminder
1/8 players have saved predictions.
Still waiting on: Sohrab, Arash, AraTotoKing, Germany Fan Since 82, Verj, Arby G, IrishmanArtin
Tournament kicks off in 11 days!",2026-05-31T19:57:38.188973+00:00,default
801605c7-53bd-48cc-b9ad-3b07dd169509,⚡,"📣 Admin Reminder
0/14 players have saved predictions.
Still waiting on: Joseph blank, Arash, Arby G, Sohrab, AraTotoKing, Art, Where'sTheLahmSauce, IrishmanArtin, Germany Fan Since 82, OliCR7, Ramin, Edwin, Verj, Andre G
Tournament kicks off in 5 days!",2026-06-06T20:19:24.803604+00:00,default
