username,champion,podium,points,updated_at,rank_history,paid,group_code
سوباسا,?,"{""first"":null,""third"":null,""second"":null,""topScorer"":null}",0,2026-06-10T03:50:04.859+00:00,[],false,default
Ramin,France,"{""first"":""France"",""third"":""Argentina"",""second"":""Spain"",""topScorer"":""Mbappe""}",0,2026-06-10T06:16:46.132+00:00,[],true,default
Arash,?,"{""first"":null,""third"":null,""second"":null}",0,2026-06-01T08:39:16.925+00:00,[],false,default
Arby G,?,"{""first"":null,""third"":null,""second"":null}",0,2026-05-28T23:48:20.54+00:00,[],false,default
Sohrab,?,"{""first"":null,""third"":null,""second"":null}",0,2026-05-31T00:12:16.89+00:00,[],false,default
OliCR7,Portugal,"{""first"":""Portugal"",""third"":""Brazil"",""second"":""France"",""topScorer"":""Mbappe""}",0,2026-06-10T04:14:52.004+00:00,[],true,default
Where'sTheLahmSauce,Netherlands,"{""first"":""Netherlands"",""third"":""England"",""second"":""Argentina"",""topScorer"":""Mbappe ""}",0,2026-06-10T04:23:53.077+00:00,[],false,default
Germany Fan Since 82,?,"{""first"":null,""third"":null,""second"":null}",0,2026-06-09T22:12:48.91+00:00,[],true,default
AraTotoKing,Portugal,"{""first"":""Portugal"",""third"":""Spain"",""second"":""Argentina"",""topScorer"":""Mbape ""}",0,2026-06-09T19:32:44.481+00:00,[],true,default
Joseph blank,?,"{""first"":null,""third"":null,""second"":null}",0,2026-06-09T01:00:19.57+00:00,[],true,default
Edwin,?,"{""first"":""?"",""third"":""?"",""second"":""?""}",0,2026-06-06T03:13:57.245+00:00,[],false,EDWIN-LEAGUE
Arbi Madirossians,?,"{""first"":null,""third"":null,""second"":null}",0,2026-06-10T04:35:05.371+00:00,[],false,EDWIN-LEAGUE
Art,Spain,"{""first"":""Spain"",""third"":""Germany"",""second"":""France"",""topScorer"":""Mbappe""}",0,2026-06-09T22:50:39.975+00:00,[],false,default
IrishmanArtin,Argentina,"{""first"":""Argentina"",""third"":""Brazil"",""second"":""Spain""}",0,2026-06-09T15:06:40.271+00:00,[],true,default
Edmond,France,"{""first"":""France"",""third"":null,""second"":null,""topScorer"":null}",0,2026-06-09T23:47:47.216+00:00,[],false,default
Andre G,Spain,"{""first"":""Spain"",""third"":null,""second"":""France"",""topScorer"":""Erling haaland""}",0,2026-06-10T05:51:46.97+00:00,[],true,default
Edwin,France,"{""first"":""France"",""third"":""Argentina"",""second"":""Spain""}",0,2026-06-05T19:30:41.942+00:00,[],true,default
Raz,Spain,"{""first"":""Spain"",""third"":""Brazil"",""second"":""France"",""topScorer"":""Kylian Mbappé""}",0,2026-06-09T02:35:33.154+00:00,[],false,default
Verj,?,"{""first"":null,""third"":null,""second"":null}",0,2026-06-04T05:27:09.657+00:00,[],true,default
alenoua@gmail.com,?,"{""first"":null,""third"":null,""second"":null,""topScorer"":null}",0,2026-06-09T03:47:37.092+00:00,[],false,default
Sev,Spain,"{""first"":""Spain"",""third"":""Argentina"",""second"":""France"",""topScorer"":""messi""}",0,2026-06-10T05:59:26.428+00:00,[],false,default
Leo Ohandjanians,Germany,"{""first"":""Germany"",""third"":""Spain"",""second"":""Brazil"",""topScorer"":""Erling Haaland ""}",0,2026-06-09T15:57:50.514+00:00,[],false,default
Արթին,?,"{""first"":null,""third"":null,""second"":null,""topScorer"":null}",0,2026-06-10T01:56:06.456+00:00,[],false,default
Vazrik,France,"{""first"":""France"",""third"":null,""second"":null,""topScorer"":null}",0,2026-06-10T03:40:06.735+00:00,[],false,default
